age,gender,weight_kg,height_cm,bmi,body_fat_pct,exercise_type,met_value,duration_min,intensity,heart_rate,calories_burned
63,1,72.8,180.1,22.47,15.8,Weight Training,5.0,84,2,106,931.9
27,1,78.8,181.1,24.03,19.3,Yoga,3.0,90,2,136,866.9
15,0,59.1,157.1,23.97,18.9,Rowing,8.5,116,1,88,735.3
48,0,56.1,158.7,22.26,26.6,Running,9.8,20,2,111,278.3
29,0,62.2,158.1,24.88,27.1,Elliptical,6.0,26,3,156,397.9
58,1,74.4,161.0,28.67,24.0,Swimming,8.0,117,1,87,983.2
28,1,71.7,180.8,21.95,27.2,Running,9.8,16,3,145,436.1
71,1,60.9,188.6,17.12,21.5,Yoga,3.0,105,2,132,929.8
43,0,59.7,164.3,22.14,25.7,Yoga,3.0,91,2,105,539.5
48,1,59.8,168.7,20.99,20.8,Swimming,8.0,90,3,144,1500.0
32,0,62.7,158.3,25.02,23.0,Yoga,3.0,17,2,124,111.3
68,1,73.0,171.5,24.8,24.9,Running,9.8,39,2,126,761.6
21,1,80.7,175.2,26.28,22.2,Cycling,7.5,38,2,105,582.3
43,0,62.9,153.5,26.7,9.8,Cycling,7.5,77,2,127,959.6
69,0,59.3,165.9,21.56,27.5,Elliptical,6.0,60,1,96,326.9
45,0,68.8,152.3,29.66,30.2,Running,9.8,47,3,140,1137.8
39,0,51.4,161.6,19.68,28.6,HIIT,12.0,85,1,69,557.3
52,0,47.3,156.6,19.27,25.0,Walking,3.5,25,2,108,164.2
28,0,68.6,169.8,23.78,30.6,Cycling,7.5,20,1,99,107.2
22,1,70.1,178.2,22.09,16.5,Running,9.8,110,3,149,1500.0
41,0,65.9,159.5,25.89,17.5,Yoga,3.0,103,2,112,642.0
68,1,66.3,164.3,24.58,14.6,Rowing,8.5,64,3,159,1500.0
16,1,72.5,177.1,23.13,20.5,Walking,3.5,83,3,144,1092.3
31,1,65.2,177.9,20.59,13.3,Yoga,3.0,90,2,130,734.4
51,1,85.9,162.9,32.36,10.2,Yoga,3.0,99,1,91,517.9
28,1,73.7,182.4,22.14,14.2,Rowing,8.5,78,3,134,1500.0
39,0,67.9,160.6,26.35,25.8,Elliptical,6.0,112,3,157,1500.0
70,0,73.3,158.6,29.16,28.2,HIIT,12.0,86,2,122,1500.0
44,0,56.8,148.8,25.67,24.1,Elliptical,6.0,76,2,125,748.6
43,1,53.8,182.2,16.22,13.3,HIIT,12.0,93,2,116,1500.0
34,0,76.3,163.4,28.58,34.2,Swimming,8.0,71,1,81,468.4
35,1,96.3,191.1,26.36,20.9,Swimming,8.0,31,1,100,330.5
67,1,75.8,167.6,26.96,23.0,Rowing,8.5,84,1,95,803.4
36,1,79.8,182.2,24.05,16.2,Rowing,8.5,36,3,148,938.7
49,1,74.2,171.0,25.37,25.8,Yoga,3.0,37,2,122,329.9
51,0,74.8,156.6,30.49,28.4,Elliptical,6.0,116,2,113,1318.4
30,0,61.4,159.6,24.11,26.3,HIIT,12.0,60,3,153,1500.0
64,0,63.2,166.1,22.91,30.5,Walking,3.5,63,2,130,489.8
72,0,63.2,163.9,23.53,22.8,Rowing,8.5,84,1,117,675.7
63,0,51.6,159.7,20.24,30.6,Walking,3.5,34,2,121,222.9
57,1,81.7,168.0,28.96,12.5,Yoga,3.0,111,2,130,1144.4
31,0,57.4,156.6,23.43,27.9,Jump Rope,11.0,40,2,127,604.8
30,1,75.7,176.4,24.31,13.1,Rowing,8.5,77,1,94,702.2
72,1,67.4,173.6,22.36,14.6,Swimming,8.0,116,1,86,945.6
69,1,89.8,175.9,29.04,17.8,Swimming,8.0,33,1,82,303.3
16,0,59.3,159.7,23.27,32.1,Yoga,3.0,18,2,116,95.5
18,1,72.1,181.1,21.99,21.9,Cycling,7.5,86,3,149,1500.0
35,1,78.2,170.9,26.76,22.8,Jump Rope,11.0,70,2,116,1458.1
53,0,74.0,172.5,24.85,17.8,Elliptical,6.0,106,1,78,566.7
48,1,74.5,174.7,24.4,17.4,Yoga,3.0,49,3,156,637.5
44,1,87.0,167.3,31.09,21.3,Yoga,3.0,106,3,141,1408.6
20,1,93.0,169.5,32.37,16.7,HIIT,12.0,57,1,100,799.6
31,0,56.5,161.3,21.72,32.0,Jump Rope,11.0,98,3,146,1500.0
53,1,82.7,181.6,25.08,16.9,Jump Rope,11.0,65,1,78,716.0
39,1,81.0,180.9,24.73,17.9,Jump Rope,11.0,40,2,109,834.7
19,0,58.4,167.2,20.89,25.9,Running,9.8,62,1,91,448.3
19,0,80.5,156.9,32.71,30.7,Running,9.8,46,1,90,399.2
34,1,82.3,161.7,31.46,16.7,Elliptical,6.0,108,1,79,716.0
30,0,58.6,167.9,20.76,28.6,Running,9.8,36,1,84,263.1
65,0,70.6,169.8,24.49,23.6,Jump Rope,11.0,65,3,156,1500.0
55,0,60.6,169.2,21.18,31.6,Elliptical,6.0,46,2,123,494.6
51,0,61.3,175.5,19.89,25.7,Weight Training,5.0,98,1,86,418.6
54,0,54.9,165.6,20.05,18.3,Swimming,8.0,28,1,103,219.2
23,0,38.7,151.9,16.77,22.3,Cycling,7.5,90,3,128,1060.6
19,0,48.8,162.9,18.37,27.0,Elliptical,6.0,15,3,140,178.3
56,1,111.2,177.8,35.19,13.5,Rowing,8.5,57,1,81,709.1
71,0,67.2,152.4,28.91,22.2,Weight Training,5.0,37,1,102,196.1
16,0,64.5,171.0,22.08,20.4,Jump Rope,11.0,42,1,97,372.3
23,0,73.9,159.9,28.9,26.8,Running,9.8,36,3,175,949.2
57,1,71.7,176.7,22.98,19.4,Running,9.8,63,2,126,1188.6
50,0,80.9,157.5,32.61,28.2,HIIT,12.0,24,1,90,260.9
36,0,79.9,177.9,25.27,25.2,Rowing,8.5,75,1,112,681.3
36,1,79.1,180.3,24.33,23.4,Running,9.8,50,1,81,457.7
36,0,56.1,167.1,20.1,24.8,Yoga,3.0,103,1,82,288.8
48,1,84.2,182.3,25.34,19.5,Rowing,8.5,46,3,136,1242.7
69,1,77.8,174.3,25.61,17.5,Jump Rope,11.0,37,1,97,456.4
43,0,81.8,155.1,33.99,22.7,Jump Rope,11.0,97,2,121,1500.0
52,1,78.6,164.5,29.05,17.2,Rowing,8.5,60,2,119,1078.7
73,0,47.2,173.1,15.74,31.3,Walking,3.5,31,2,121,204.3
60,0,82.0,154.9,34.16,21.5,Rowing,8.5,67,2,120,1092.7
47,1,72.2,194.1,19.17,23.1,Jump Rope,11.0,66,1,74,631.5
32,1,63.8,193.1,17.1,20.8,HIIT,12.0,64,1,105,666.4
21,0,69.3,158.6,27.52,24.5,Yoga,3.0,56,3,144,577.3
15,0,61.5,160.8,23.8,24.0,Swimming,8.0,68,3,155,1274.8
47,1,59.2,170.9,20.28,15.9,Swimming,8.0,76,2,113,1012.8
15,0,55.7,164.2,20.65,26.8,Walking,3.5,38,1,85,140.8
38,0,60.1,163.2,22.56,31.0,Running,9.8,71,1,87,499.1
18,0,57.7,166.3,20.86,27.3,Elliptical,6.0,20,1,91,101.2
18,1,76.3,172.6,25.64,23.6,HIIT,12.0,97,3,160,1500.0
32,0,68.5,167.0,24.56,18.2,Yoga,3.0,97,3,145,980.4
41,0,68.4,164.4,25.32,12.5,Running,9.8,90,3,146,1500.0
57,0,47.4,170.6,16.29,23.4,Yoga,3.0,46,1,85,153.2
73,1,63.9,174.8,20.92,18.9,Swimming,8.0,39,1,83,294.4
46,1,83.2,175.9,26.91,23.1,HIIT,12.0,78,3,154,1500.0
47,1,76.5,192.0,20.75,17.0,Running,9.8,110,2,133,1500.0
42,0,49.0,166.5,17.68,19.5,Rowing,8.5,18,3,154,319.4
56,1,49.4,166.5,17.82,18.8,Cycling,7.5,53,1,88,326.8
55,0,51.7,170.2,17.85,26.2,Jump Rope,11.0,16,1,108,152.3
69,1,57.4,180.8,17.57,17.6,HIIT,12.0,37,1,83,337.6
50,0,74.1,158.3,29.58,23.1,Swimming,8.0,85,3,151,1500.0
74,1,94.7,179.4,29.43,16.0,Cycling,7.5,98,1,105,1124.1
20,0,65.4,158.8,25.93,22.9,Rowing,8.5,50,3,137,978.2
30,0,61.1,168.9,21.43,25.7,Cycling,7.5,74,1,88,435.2
48,1,74.7,173.9,24.69,19.8,Weight Training,5.0,67,2,124,831.3
37,0,50.8,165.3,18.57,30.1,Cycling,7.5,31,3,153,487.1
64,1,82.3,168.4,29.03,25.1,Yoga,3.0,100,2,116,962.2
56,1,78.2,187.0,22.37,17.2,Cycling,7.5,85,1,107,824.9
38,0,60.9,156.6,24.86,23.4,Running,9.8,118,1,85,829.9
70,0,58.7,159.3,23.15,23.2,Swimming,8.0,101,1,83,624.4
63,1,77.8,197.2,19.99,20.8,Weight Training,5.0,92,3,148,1500.0
27,1,77.3,171.3,26.34,24.3,Yoga,3.0,88,3,139,1066.6
70,1,103.0,172.0,34.81,16.9,Weight Training,5.0,79,2,104,1155.9
32,0,60.5,159.6,23.76,26.7,Cycling,7.5,74,1,98,469.6
68,1,99.9,175.3,32.5,21.9,Cycling,7.5,95,2,121,1500.0
27,0,52.1,159.3,20.55,23.9,Cycling,7.5,54,1,85,268.9
63,0,47.3,161.0,18.26,25.3,HIIT,12.0,92,1,101,709.7
51,1,67.7,182.0,20.45,9.7,Elliptical,6.0,63,3,152,1148.3
57,1,73.7,180.3,22.66,9.1,Swimming,8.0,70,3,147,1500.0
53,0,66.9,173.1,22.34,35.6,Swimming,8.0,95,1,82,604.2
56,0,66.9,161.7,25.6,27.6,HIIT,12.0,24,1,87,225.8
31,0,52.5,157.2,21.24,20.1,Running,9.8,96,1,88,612.5
29,0,51.5,161.2,19.8,25.4,HIIT,12.0,49,2,129,788.1
32,1,83.2,168.6,29.26,13.7,Yoga,3.0,24,2,114,194.5
37,0,58.7,169.7,20.38,24.1,Swimming,8.0,57,2,122,696.2
68,1,59.7,171.8,20.22,15.0,Rowing,8.5,34,3,149,739.6
65,1,63.5,179.2,19.79,14.7,Jump Rope,11.0,94,1,84,874.2
44,1,48.7,179.0,15.21,20.5,Swimming,8.0,31,2,123,358.1
72,0,69.1,162.7,26.1,24.1,Yoga,3.0,53,2,123,383.0
48,0,44.1,154.0,18.58,32.6,Running,9.8,64,2,114,745.2
72,1,69.6,189.8,19.32,21.3,Yoga,3.0,106,3,145,1322.7
18,1,64.3,172.2,21.7,11.8,Cycling,7.5,87,3,142,1500.0
17,1,79.1,173.4,26.31,15.6,Weight Training,5.0,98,3,161,1500.0
21,1,73.4,170.8,25.14,14.1,Swimming,8.0,84,2,134,1409.2
70,0,52.9,158.6,21.0,23.8,Rowing,8.5,91,3,147,1500.0
32,1,79.8,184.7,23.4,7.7,Yoga,3.0,87,3,157,1190.5
56,0,47.8,171.9,16.2,33.3,Jump Rope,11.0,62,1,82,418.8
21,0,59.3,163.9,22.08,27.7,Running,9.8,47,2,117,669.9
54,0,71.3,162.9,26.87,22.0,HIIT,12.0,49,1,98,512.2
20,0,71.8,162.5,27.21,33.3,Walking,3.5,36,3,145,409.5
36,1,81.1,172.7,27.2,19.1,Weight Training,5.0,37,3,147,648.4
72,0,90.1,161.3,34.61,26.0,Walking,3.5,60,1,80,237.7
15,1,92.6,183.3,27.54,23.6,HIIT,12.0,103,3,146,1500.0
18,0,65.8,168.6,23.14,24.3,HIIT,12.0,114,2,125,1500.0
60,1,68.5,173.3,22.81,16.2,Swimming,8.0,21,2,126,335.7
63,1,64.4,181.3,19.6,17.7,Swimming,8.0,29,3,144,626.1
66,1,65.9,169.0,23.06,24.9,Cycling,7.5,107,2,109,1457.6
64,1,61.1,178.4,19.18,10.1,Swimming,8.0,86,2,126,1238.3
57,1,57.6,170.9,19.74,9.3,Walking,3.5,51,3,133,552.3
43,0,72.1,161.1,27.8,27.1,Cycling,7.5,88,3,159,1500.0
35,1,46.2,167.3,16.51,23.4,Yoga,3.0,88,2,136,624.2
40,0,60.4,164.0,22.44,22.5,Weight Training,5.0,74,3,161,1000.8
28,1,76.4,164.9,28.07,12.0,Weight Training,5.0,64,1,95,398.9
23,0,66.2,161.2,25.46,23.6,Walking,3.5,27,3,153,285.0
73,0,64.1,155.1,26.63,24.0,Running,9.8,33,3,147,777.5
61,0,55.2,162.1,21.02,27.5,Running,9.8,63,1,84,446.2
26,1,75.0,187.4,21.36,16.6,Walking,3.5,37,3,148,501.0
56,0,74.5,164.0,27.7,20.1,Weight Training,5.0,69,2,108,692.4
65,1,72.6,177.6,23.02,34.3,Running,9.8,29,2,101,468.2
70,1,80.0,172.6,26.86,17.2,Cycling,7.5,95,2,112,1500.0
65,0,63.1,160.1,24.63,28.4,Weight Training,5.0,24,3,148,294.2
20,0,74.2,171.9,25.11,31.6,Yoga,3.0,70,2,112,465.0
34,1,79.0,178.1,24.91,15.6,Walking,3.5,118,3,148,1500.0
38,1,73.8,168.9,25.88,15.1,Elliptical,6.0,77,2,122,1021.4
41,1,90.8,169.5,31.61,18.4,Cycling,7.5,71,2,135,1333.1
52,1,67.6,172.2,22.81,18.4,Weight Training,5.0,60,2,118,663.3
22,1,79.4,169.2,27.74,15.5,Yoga,3.0,47,1,89,211.4
15,1,99.4,181.1,30.31,20.8,Weight Training,5.0,70,3,140,1417.1
68,0,70.2,162.0,26.73,22.4,Elliptical,6.0,32,3,150,533.1
63,1,68.4,185.1,19.98,14.5,Walking,3.5,82,3,156,1128.7
63,1,82.2,171.6,27.9,16.2,Cycling,7.5,73,2,127,1245.9
38,0,68.9,159.3,27.13,16.6,HIIT,12.0,18,2,119,342.9
61,0,82.6,154.2,34.78,23.3,Elliptical,6.0,29,1,87,188.2
21,0,65.6,154.2,27.58,25.2,Swimming,8.0,45,2,113,612.1
33,1,78.1,171.1,26.66,11.6,Weight Training,5.0,16,2,121,212.6
36,0,51.3,166.4,18.55,31.9,Jump Rope,11.0,90,2,130,1303.1
71,0,62.5,166.0,22.69,23.8,HIIT,12.0,76,3,159,1500.0
69,1,65.8,185.7,19.07,12.4,Elliptical,6.0,47,2,124,617.2
74,1,82.5,161.2,31.76,18.0,Walking,3.5,60,2,123,676.6
49,1,63.3,169.6,22.0,18.0,Swimming,8.0,64,3,151,1356.0
44,1,74.3,184.2,21.89,22.6,Rowing,8.5,34,2,109,544.9
43,0,60.1,167.0,21.52,23.7,Running,9.8,80,2,131,1208.6
36,1,77.1,181.4,23.45,8.0,Running,9.8,117,1,97,1196.6
25,0,83.5,157.2,33.81,29.8,Yoga,3.0,79,2,106,533.6
34,1,80.9,181.2,24.63,8.1,Weight Training,5.0,98,3,148,1500.0
43,0,51.7,168.2,18.28,27.9,Yoga,3.0,38,2,112,205.1
65,1,79.3,171.6,26.94,20.7,Running,9.8,28,1,110,348.9
55,1,63.9,172.9,21.38,13.0,HIIT,12.0,63,2,107,1175.9
56,1,87.4,172.2,29.45,19.7,Weight Training,5.0,115,3,151,1500.0
48,0,57.9,157.4,23.36,32.6,Running,9.8,55,3,156,1165.6
15,0,53.3,167.1,19.08,28.1,Yoga,3.0,43,2,108,236.4
45,0,62.4,160.4,24.26,22.1,Weight Training,5.0,35,3,161,457.3
44,1,101.2,188.8,28.4,16.7,Cycling,7.5,46,3,141,1321.8
62,0,66.4,157.4,26.82,18.5,Yoga,3.0,73,2,111,471.3
32,1,87.1,174.0,28.76,14.1,Cycling,7.5,67,2,127,1207.5
69,1,83.0,175.6,26.93,20.5,Swimming,8.0,116,1,88,1102.6
72,1,82.8,179.2,25.78,11.8,HIIT,12.0,101,3,139,1500.0
31,0,56.3,152.8,24.14,29.9,Running,9.8,107,1,80,704.4
52,1,74.7,174.5,24.54,9.4,Walking,3.5,92,3,139,1245.9
28,0,46.4,163.6,17.35,24.8,Cycling,7.5,77,3,143,1096.8
37,1,79.2,164.0,29.44,21.3,Jump Rope,11.0,85,2,113,1500.0
39,1,67.7,175.4,22.02,20.7,Swimming,8.0,37,3,165,844.0
29,1,83.5,165.4,30.53,16.9,Rowing,8.5,95,2,138,1500.0
60,0,66.6,157.9,26.74,23.7,Running,9.8,48,3,147,1116.6
70,0,64.4,165.3,23.54,31.3,Weight Training,5.0,110,2,109,997.6
36,1,71.9,183.2,21.43,10.4,HIIT,12.0,51,3,167,1500.0
17,0,51.9,162.2,19.72,29.6,Walking,3.5,19,1,97,75.7
70,0,56.5,161.4,21.67,30.1,Jump Rope,11.0,56,3,155,1274.6
69,1,69.1,161.8,26.38,20.0,Walking,3.5,98,1,83,450.6
33,1,63.4,188.0,17.94,24.6,Cycling,7.5,86,1,89,584.6
71,0,73.6,150.2,32.64,27.8,Yoga,3.0,86,2,112,587.3
58,1,94.0,177.4,29.86,21.5,Swimming,8.0,102,2,116,1500.0
48,1,86.8,169.7,30.17,33.4,Jump Rope,11.0,39,2,139,947.4
49,0,68.3,148.2,31.07,23.4,Weight Training,5.0,60,3,163,897.6
64,0,75.1,159.4,29.56,24.7,Rowing,8.5,41,3,135,922.0
15,1,74.6,184.1,22.0,5.0,Elliptical,6.0,110,1,94,728.8
66,0,67.8,154.8,28.29,18.3,Walking,3.5,21,3,142,224.5
35,0,70.1,156.5,28.62,15.4,Weight Training,5.0,74,3,139,1040.9
43,1,79.2,174.0,26.14,22.0,Yoga,3.0,26,3,148,351.2
20,1,80.0,187.3,22.82,5.3,Elliptical,6.0,21,1,78,147.5
51,1,64.1,161.4,24.59,23.8,Jump Rope,11.0,59,2,129,1099.9
15,1,75.7,170.4,26.08,17.5,Walking,3.5,22,1,96,105.6
65,0,51.7,157.7,20.8,25.0,Jump Rope,11.0,18,3,143,368.7
15,0,67.8,159.0,26.81,26.3,Yoga,3.0,42,1,112,177.2
41,1,80.3,169.1,28.1,20.7,Running,9.8,60,1,102,662.0
35,1,73.5,180.6,22.53,16.1,Rowing,8.5,75,2,114,1218.4
67,1,76.3,175.0,24.91,15.7,Weight Training,5.0,94,2,146,1294.1
30,1,77.2,173.9,25.52,19.5,Running,9.8,54,2,117,1015.4
58,0,54.0,167.2,19.32,23.0,Rowing,8.5,48,3,137,841.0
73,0,62.6,157.7,25.14,22.7,Weight Training,5.0,41,1,80,172.2
68,1,89.7,183.2,26.73,19.8,Swimming,8.0,40,3,151,1135.8
54,1,66.1,172.8,22.14,15.1,HIIT,12.0,25,2,122,510.9
40,0,66.8,160.2,26.03,25.7,HIIT,12.0,15,3,149,417.1
30,0,75.9,165.6,27.68,36.1,HIIT,12.0,35,1,84,379.5
42,0,64.6,162.7,24.4,23.3,Cycling,7.5,46,3,168,860.9
15,0,62.6,156.3,25.64,20.2,Walking,3.5,89,1,86,273.5
50,1,80.6,160.8,31.16,6.8,Yoga,3.0,101,3,146,1347.7
24,0,56.0,156.6,22.85,27.6,Jump Rope,11.0,74,3,127,1500.0
57,0,50.6,149.8,22.54,18.6,Yoga,3.0,82,2,107,429.8
31,0,53.2,169.2,18.56,28.3,Weight Training,5.0,16,3,165,193.8
71,1,93.8,169.2,32.77,14.0,Yoga,3.0,98,1,83,564.2
73,1,65.3,172.9,21.82,16.4,Weight Training,5.0,106,3,162,1500.0
37,0,76.5,160.3,29.75,29.1,Weight Training,5.0,68,1,83,328.5
21,0,55.9,166.5,20.18,22.0,Rowing,8.5,23,1,82,128.0
58,1,86.6,176.1,27.92,19.5,Yoga,3.0,83,3,152,1187.0
67,1,101.0,166.7,36.33,15.6,HIIT,12.0,24,1,94,351.9
21,0,75.4,158.2,30.12,22.1,Rowing,8.5,87,3,137,1500.0
58,1,90.4,172.7,30.31,10.8,Elliptical,6.0,17,3,145,371.5
29,0,61.3,146.9,28.39,32.1,Yoga,3.0,45,1,89,99.5
48,1,88.1,185.7,25.56,25.7,Weight Training,5.0,113,3,151,1500.0
60,0,50.6,167.3,18.06,22.8,Jump Rope,11.0,18,2,124,273.8
59,0,53.6,157.3,21.65,21.8,Swimming,8.0,21,2,120,254.8
18,1,59.9,188.7,16.8,24.3,Elliptical,6.0,30,1,100,162.7
28,0,63.9,157.6,25.7,26.9,Rowing,8.5,30,2,143,417.6
28,1,92.1,181.3,28.02,25.4,Yoga,3.0,106,1,80,507.5
30,1,84.0,189.7,23.35,19.9,Yoga,3.0,117,2,118,1056.2
21,1,77.4,173.7,25.66,19.6,Rowing,8.5,27,1,82,216.5
46,0,73.0,158.1,29.17,39.4,Cycling,7.5,75,3,141,1488.1
33,0,64.4,159.3,25.38,18.5,Running,9.8,98,2,117,1482.7
16,0,69.8,156.6,28.47,21.5,Running,9.8,59,3,140,1393.7
24,1,82.5,175.2,26.88,14.9,Running,9.8,82,1,97,876.5
64,0,56.1,159.8,21.96,11.3,Jump Rope,11.0,38,2,142,608.9
31,0,71.8,161.3,27.59,23.9,Yoga,3.0,110,3,150,1114.9
51,0,64.2,164.5,23.73,31.5,Cycling,7.5,100,1,85,604.6
26,0,64.7,156.5,26.41,24.9,Elliptical,6.0,74,2,104,737.6
20,1,74.1,169.6,25.78,24.2,Walking,3.5,74,3,145,950.1
36,0,58.9,173.9,19.49,24.7,Jump Rope,11.0,19,3,155,432.1
46,1,59.0,174.4,19.38,21.0,Yoga,3.0,112,1,92,431.4
55,1,59.2,170.1,20.46,14.4,Yoga,3.0,118,1,81,416.3
34,1,87.4,167.9,31.0,20.1,Weight Training,5.0,46,3,156,915.8
15,1,63.4,171.7,21.5,24.4,Walking,3.5,102,3,140,1152.2
68,0,56.6,153.9,23.92,26.2,Jump Rope,11.0,115,3,154,1500.0
61,0,59.6,166.3,21.57,30.3,Rowing,8.5,22,1,95,141.8
67,0,60.2,174.4,19.81,24.8,HIIT,12.0,61,3,151,1500.0
72,1,62.3,171.9,21.07,22.9,Cycling,7.5,96,3,164,1500.0
20,0,72.2,161.5,27.68,27.8,Cycling,7.5,87,1,81,538.3
33,1,63.4,189.7,17.61,19.7,Swimming,8.0,16,3,173,372.3
32,0,81.6,164.8,30.04,25.3,Yoga,3.0,79,1,75,228.9
20,0,61.8,159.5,24.31,31.5,Jump Rope,11.0,85,1,77,642.9
59,0,67.8,155.2,28.12,21.5,Jump Rope,11.0,56,1,72,460.6
47,1,88.0,171.3,29.99,24.7,Rowing,8.5,34,3,146,950.1
37,0,67.7,175.7,21.94,34.3,Running,9.8,25,3,127,584.5
37,1,93.9,189.6,26.12,30.2,Yoga,3.0,98,3,151,1407.1
40,1,70.5,174.4,23.16,31.8,Jump Rope,11.0,16,3,151,483.6
27,1,77.9,174.4,25.59,16.7,Elliptical,6.0,111,2,112,1425.1
21,0,67.1,157.3,27.11,20.3,Swimming,8.0,100,2,117,1310.6
29,0,63.0,159.5,24.79,30.8,Swimming,8.0,106,2,118,1325.6
58,1,92.6,167.0,33.2,13.2,HIIT,12.0,45,3,150,1500.0
41,1,104.1,176.0,33.63,17.7,Weight Training,5.0,113,2,115,1500.0
40,1,73.3,178.6,22.99,18.2,Jump Rope,11.0,24,2,116,465.1
47,1,79.7,168.2,28.17,11.5,Walking,3.5,100,2,122,997.3
29,1,88.4,187.8,25.07,12.4,Running,9.8,95,2,109,1500.0
50,0,74.1,156.5,30.26,30.7,Jump Rope,11.0,73,3,145,1500.0
59,0,51.7,151.7,22.47,17.6,Yoga,3.0,116,3,161,1070.8
69,0,74.2,154.2,31.19,28.4,HIIT,12.0,21,2,111,441.6
41,1,73.2,178.3,23.03,25.2,Walking,3.5,51,3,140,675.3
71,1,94.5,174.4,31.08,8.1,Yoga,3.0,27,1,78,169.1
19,0,39.5,160.5,15.35,32.7,Rowing,8.5,107,3,142,1484.4
16,0,76.1,176.2,24.52,25.0,Jump Rope,11.0,40,2,128,785.0
69,1,77.1,175.1,25.15,13.7,Walking,3.5,17,3,158,241.2
72,1,89.1,173.8,29.51,15.7,Jump Rope,11.0,53,2,128,1337.4
47,1,67.6,179.5,20.99,14.6,Swimming,8.0,24,3,155,561.0
30,0,81.6,151.5,35.55,29.0,Weight Training,5.0,51,3,154,810.0
37,1,46.2,187.6,13.13,26.4,Cycling,7.5,37,1,99,219.5
52,1,70.5,175.1,22.99,18.4,Running,9.8,34,2,115,623.9
69,1,89.2,181.1,27.19,15.8,Swimming,8.0,48,2,128,945.1
30,0,60.2,153.9,25.43,22.3,Jump Rope,11.0,18,3,163,448.3
28,1,66.9,174.7,21.94,22.5,Jump Rope,11.0,46,1,74,380.6
43,0,41.1,154.0,17.33,20.6,Running,9.8,56,2,117,605.8
40,1,79.7,172.2,26.87,16.7,Jump Rope,11.0,32,2,116,674.9
49,1,98.3,165.9,35.72,17.8,Swimming,8.0,66,3,150,1500.0
29,0,68.5,153.3,29.14,18.8,Walking,3.5,15,2,124,118.6
17,1,80.3,178.9,25.08,14.7,Running,9.8,101,1,111,1114.0
37,0,69.8,154.7,29.15,34.1,Weight Training,5.0,91,3,136,1255.8
43,1,73.5,173.3,24.47,23.7,Swimming,8.0,18,3,138,415.0
48,0,64.6,158.5,25.72,20.5,Cycling,7.5,116,3,158,1500.0
47,1,97.2,178.2,30.61,19.4,Elliptical,6.0,87,2,124,1454.9
55,0,74.3,167.7,26.43,19.7,Elliptical,6.0,115,2,116,1314.8
55,0,69.5,166.1,25.17,20.5,Yoga,3.0,60,2,116,404.5
37,1,88.6,182.7,26.53,14.9,Weight Training,5.0,45,3,149,881.7
21,0,69.0,149.7,30.82,25.1,Running,9.8,80,1,94,671.1
17,1,71.9,157.2,29.09,26.8,Rowing,8.5,64,1,97,544.6
72,0,54.9,172.0,18.54,27.2,Walking,3.5,94,1,99,382.3
46,1,75.6,181.4,22.99,18.8,HIIT,12.0,119,3,163,1500.0
45,1,75.8,173.6,25.14,19.0,Walking,3.5,35,2,129,356.6
32,1,59.2,172.9,19.79,14.5,Elliptical,6.0,35,2,118,350.6
57,1,80.0,174.3,26.32,15.2,Running,9.8,80,2,106,1500.0
21,0,70.5,154.1,29.66,20.7,HIIT,12.0,66,1,82,625.5
55,1,69.8,170.7,23.97,13.8,Running,9.8,50,2,100,836.3
15,1,67.0,162.2,25.49,17.5,Jump Rope,11.0,85,3,172,1500.0
28,1,76.4,170.8,26.17,23.8,Weight Training,5.0,29,1,103,179.9
66,1,87.4,172.9,29.25,14.6,HIIT,12.0,115,3,145,1500.0
46,1,65.1,179.6,20.19,17.5,Cycling,7.5,87,3,156,1500.0
20,0,59.0,155.4,24.43,20.4,Elliptical,6.0,15,1,89,62.0
53,1,62.4,180.1,19.23,20.5,Cycling,7.5,30,2,128,417.2
24,0,58.4,168.0,20.69,20.9,Cycling,7.5,101,1,96,628.0
21,0,47.0,156.5,19.19,22.6,HIIT,12.0,102,1,89,741.4
40,1,89.6,179.4,27.84,15.3,Swimming,8.0,102,1,92,1003.4
48,1,88.6,174.0,29.27,14.8,Rowing,8.5,24,1,85,229.3
44,0,78.3,169.9,27.14,19.5,Swimming,8.0,53,1,95,374.8
50,0,63.6,164.8,23.4,24.0,Swimming,8.0,25,1,71,185.5
35,0,56.0,157.1,22.69,27.5,Swimming,8.0,44,3,155,733.5
74,1,74.2,177.5,23.55,14.7,Walking,3.5,54,2,105,492.7
31,0,80.0,158.4,31.92,28.3,Running,9.8,47,2,120,837.2
47,0,49.6,159.5,19.51,32.7,Swimming,8.0,21,3,151,351.5
24,1,57.0,179.3,17.73,16.1,Jump Rope,11.0,20,1,93,159.2
65,0,60.0,162.6,22.69,24.1,Swimming,8.0,64,2,112,778.9
61,1,75.8,189.5,21.11,11.4,Jump Rope,11.0,66,2,112,1368.2
56,0,63.1,167.7,22.43,23.1,Running,9.8,86,3,154,1500.0
65,1,74.3,165.3,27.17,17.6,Weight Training,5.0,94,1,84,588.9
26,0,67.2,158.4,26.76,31.3,Cycling,7.5,63,2,130,816.2
70,1,105.9,165.2,38.82,8.1,Jump Rope,11.0,35,2,119,1006.7
30,1,64.3,167.1,23.01,17.0,Jump Rope,11.0,82,2,120,1478.2
55,0,60.2,162.4,22.82,19.5,Yoga,3.0,105,2,119,657.6
